topology,n,tau,mean_rho_mean,mean_rho_sem,susceptibility_mean,susceptibility_sem,realization
er,600,0.3625868494136952,0.48064938684503905,0.0007402667888490735,0.8246927851056449,0.024596995463956977,1
er,600,0.487600485363264,0.5883224173169825,0.00023093000059687312,0.5492777321632839,0.0367594457603032,1
er,600,0.03665273219347081,0.002938266443701226,0.0004728321349810569,2.1008290907334484,0.9690172846512415,2
er,600,0.049299304698260174,0.002511380527684875,7.103872840432567e-05,0.5029063656089772,0.07711011314960886,2
er,600,0.06630942083397663,0.003335423634336678,0.00047195622149498565,3.611539650797453,2.5928799760512775,2
er,600,0.08796655726432993,0.004236575622445188,0.000547923542142188,2.0308519756623293,1.033394697314199,2
er,600,0.08918866743150207,0.005643115942028985,0.00127419545007808,5.5706881164687525,2.5976891539487004,2
er,600,0.10773257050791941,0.005215068747677443,0.0005899026324529241,2.938243135252295,1.2030050345508718,2
er,600,0.11996211546054047,0.00476007989594946,0.00029704047045804577,1.6789158322729407,0.26202752194246254,2
er,600,0.1274985837515089,0.007391072092159048,0.0006129601373187994,2.823246209519761,0.4388855841051717,2
er,600,0.1472645969950984,0.010223429951690819,0.0009625063795193729,4.191131989830035,0.5464995976721042,2
er,600,0.1613535616149937,0.014818840579710144,0.0021180614949032257,5.7288000780760315,0.9692927317052296,2
