degree,n_edges,poa,theoretical_bound
2,9,1.0279247959735789,1.6257523845831854
2,8,1.0848738435074639,1.6257523845831854
2,5,1.0506243583517727,1.6257523845831854
2,13,1.1193636857333078,1.6257523845831854
2,3,1.0063689719668514,1.6257523845831854
2,1,1.0,1.6257523845831854
2,3,1.2446646633764549,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,13,1.1221971478298252,1.6257523845831854
2,2,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
2,8,1.0026013909123719,1.6257523845831854
2,11,1.018572477078423,1.6257523845831854
2,4,1.1719539035002837,1.6257523845831854
2,8,1.0026098834830277,1.6257523845831854
2,5,1.1853031475254465,1.6257523845831854
2,9,1.0335239858224534,1.6257523845831854
2,9,1.1056599125265316,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,10,1.0754681183767127,1.6257523845831854
2,3,1.0426915171334872,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
2,9,1.0177766378099893,1.6257523845831854
2,2,1.023074379487918,1.6257523845831854
2,3,1.044702566505893,1.6257523845831854
2,1,1.0,1.6257523845831854
2,4,1.0019303811752165,1.6257523845831854
2,6,1.0001481794097224,1.6257523845831854
2,6,1.0197268629509484,1.6257523845831854
2,1,1.0,1.6257523845831854
2,7,1.0515502918739177,1.6257523845831854
2,2,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,6,1.0923432022782111,1.6257523845831854
2,8,1.0509842939428713,1.6257523845831854
2,2,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,7,1.0005496478630052,1.6257523845831854
2,3,1.02205055020692,1.6257523845831854
2,10,1.0097763069388273,1.6257523845831854
2,5,1.0279434332128061,1.6257523845831854
2,6,1.001472414444482,1.6257523845831854
2,3,1.0,1.6257523845831854
2,5,1.0,1.6257523845831854
2,3,1.0775326320326142,1.6257523845831854
