degree,b,poa,theoretical_bound
2,0.8048592964824121,1.527438360859433,1.6257523845831854
2,0.8299798994974874,1.5400169052685915,1.6257523845831854
2,0.8551005025125628,1.5526106333576573,1.6257523845831854
2,0.8802211055276382,1.5652238007707102,1.6257523845831854
2,0.9053417085427136,1.5778604408502768,1.6257523845831854
2,0.9304623115577889,1.5905243905277804,1.6257523845831854
2,0.9555829145728644,1.603219312637831,1.6257523845831854
2,0.9807035175879397,1.61594879963804,1.6257523845831854
2,1.005824120603015,1.6192850572618778,1.6257523845831854
2,1.0309447236180904,1.5922525065231334,1.6257523845831854
2,1.0560653266331657,1.5665478882246688,1.6257523845831854
2,1.0811859296482411,1.542081452353863,1.6257523845831854
2,1.1063065326633166,1.518771520984106,1.6257523845831854
2,1.1314271356783918,1.4965436004080475,1.6257523845831854
2,1.1565477386934673,1.4753296082218164,1.6257523845831854
2,1.1816683417085425,1.4550671983449697,1.6257523845831854
2,1.206788944723618,1.4356991697819976,1.6257523845831854
2,1.2319095477386934,1.4171729472368675,1.6257523845831854
2,1.2570301507537687,1.3994401235842928,1.6257523845831854
2,1.2821507537688441,1.3824560557612515,1.6257523845831854
2,1.3072713567839194,1.3661795069334484,1.6257523845831854
2,1.3323919597989948,1.350572328864153,1.6257523845831854
2,1.3575125628140703,1.3355991793078097,1.6257523845831854
2,1.3826331658291455,1.3212272699998076,1.6257523845831854
2,1.407753768844221,1.3074261414430426,1.6257523845831854
2,1.4328743718592964,1.294167461222473,1.6257523845831854
2,1.4579949748743717,1.281424843026943,1.6257523845831854
2,1.4831155778894471,1.2691736839382526,1.6257523845831854
2,1.5082361809045226,1.2573910178708554,1.6257523845831854
2,1.5333567839195978,1.2460553833216421,1.6257523845831854
2,1.5584773869346733,1.2351467038254584,1.6257523845831854
